formula_id,concept,latex,lecture,pdf_file,pdf_page,source_type,confidence,bbox,label
DGL-F0068,loss function,\Theta_t = \Theta_{t-1} - \eta \nabla \mathcal{L}(\Theta_{t-1}),3,DGL_Lecture_3_Annotated.pdf,1,printed,1.000,"[372.9,330.0,544.5,357.5]",gradient descent update rule
DGL-F0069,loss function,\mathcal{L}(\Theta) = ||H_K W - Y||_2^2 = \frac{1}{C} \sum_{c=1}^{C} (H_K w_c - y_c)^2,3,DGL_Lecture_3_Annotated.pdf,1,mixed,0.900,"[725.0,451.0,945.0,484.0]",MSE loss function
DGL-F0069,mean squared error,\mathcal{L}(\Theta) = ||H_K W - Y||_2^2 = \frac{1}{C} \sum_{c=1}^{C} (H_K w_c - y_c)^2,3,DGL_Lecture_3_Annotated.pdf,1,mixed,0.900,"[725.0,451.0,945.0,484.0]",MSE loss function
DGL-F0070,node classification,\hat{y}^{(n)} = \text{sig}(\beta_k + \omega_k h_k^{(n)}),3,DGL_Lecture_3_Annotated.pdf,1,handwritten,0.950,"[66.0,626.0,209.0,664.5]",node prediction head
DGL-F0070,logistic activation,\hat{y}^{(n)} = \text{sig}(\beta_k + \omega_k h_k^{(n)}),3,DGL_Lecture_3_Annotated.pdf,1,handwritten,0.950,"[66.0,626.0,209.0,664.5]",node prediction head
DGL-F0070,learned weights,\hat{y}^{(n)} = \text{sig}(\beta_k + \omega_k h_k^{(n)}),3,DGL_Lecture_3_Annotated.pdf,1,handwritten,0.950,"[66.0,626.0,209.0,664.5]",node prediction head
DGL-F0071,loss function,\min_{\Theta} L(\Theta) = ||\hat{Y} - Y||_2^2,3,DGL_Lecture_3_Annotated.pdf,1,mixed,1.000,"[862.5,780.0,972.5,807.5]",optimization objective
DGL-F0072,edge prediction,y^{(mn)} = \text{sig}[h_k^{(m)T} h_k^{(n)}],3,DGL_Lecture_3_Annotated.pdf,1,handwritten,0.950,"[66.0,846.0,209.0,884.5]",edge prediction head
DGL-F0072,logistic activation,y^{(mn)} = \text{sig}[h_k^{(m)T} h_k^{(n)}],3,DGL_Lecture_3_Annotated.pdf,1,handwritten,0.950,"[66.0,846.0,209.0,884.5]",edge prediction head
DGL-F0072,dot product,y^{(mn)} = \text{sig}[h_k^{(m)T} h_k^{(n)}],3,DGL_Lecture_3_Annotated.pdf,1,handwritten,0.950,"[66.0,846.0,209.0,884.5]",edge prediction head
DGL-F0073,global mean pooling,"h_K^G = \text{Mean}\{h_K^{(i)} \in \mathbb{R}^{d_K}, \forall i \in V_G\}",3,DGL_Lecture_3_Annotated.pdf,2,mixed,0.950,"[752.5,137.5,972.5,192.5]",Global mean pooling formula
DGL-F0073,node embedding,"h_K^G = \text{Mean}\{h_K^{(i)} \in \mathbb{R}^{d_K}, \forall i \in V_G\}",3,DGL_Lecture_3_Annotated.pdf,2,mixed,0.950,"[752.5,137.5,972.5,192.5]",Global mean pooling formula
DGL-F0074,global max pooling,"h_K^G = \text{Max}\{h_K^{(i)} \in \mathbb{R}^{d_K}, \forall i \in V_G\}",3,DGL_Lecture_3_Annotated.pdf,2,mixed,0.950,"[752.5,247.5,972.5,302.5]",Global max pooling formula
DGL-F0074,node embedding,"h_K^G = \text{Max}\{h_K^{(i)} \in \mathbb{R}^{d_K}, \forall i \in V_G\}",3,DGL_Lecture_3_Annotated.pdf,2,mixed,0.950,"[752.5,247.5,972.5,302.5]",Global max pooling formula
DGL-F0075,message passing,"\text{agg}[n, k] = \sum_{m \in \mathcal{N}[n]} h_k^{(m)}",3,DGL_Lecture_3_Annotated.pdf,2,printed,1.000,"[137.5,275.0,247.5,302.5]",Aggregation function
DGL-F0076,global sum pooling,"h_K^G = \text{Sum}\{h_K^{(i)} \in \mathbb{R}^{d_K}, \forall i \in V_G\}",3,DGL_Lecture_3_Annotated.pdf,2,mixed,0.950,"[752.5,357.5,972.5,412.5]",Global sum pooling formula
DGL-F0076,node embedding,"h_K^G = \text{Sum}\{h_K^{(i)} \in \mathbb{R}^{d_K}, \forall i \in V_G\}",3,DGL_Lecture_3_Annotated.pdf,2,mixed,0.950,"[752.5,357.5,972.5,412.5]",Global sum pooling formula
DGL-F0077,graph representation,"G = (V, E, A, X)",3,DGL_Lecture_3_Annotated.pdf,2,printed,1.000,"[5.5,615.0,165.0,642.5]",graph definition
DGL-F0078,node embedding,H_K \in \mathbb{R}^{n \times d_K},3,DGL_Lecture_3_Annotated.pdf,2,printed,1.000,"[357.5,835.0,412.5,862.5]",embedding matrix
DGL-F0079,representation learning,W \in \mathbb{R}^{d_K \times C},3,DGL_Lecture_3_Annotated.pdf,2,printed,1.000,"[412.5,835.0,467.5,862.5]",weight matrix
DGL-F0080,output scores,\hat{Y} \in \mathbb{R}^{n \times C},3,DGL_Lecture_3_Annotated.pdf,2,printed,1.000,"[467.5,835.0,522.5,862.5]",output matrix
DGL-F0081,message passing,"H_{k+1} = f(H_k, A)",3,DGL_Lecture_3_Annotated.pdf,3,mixed,1.000,"[752.0,302.0,917.0,341.0]",generalized propagation rule
DGL-F0081,graph neural network,"H_{k+1} = f(H_k, A)",3,DGL_Lecture_3_Annotated.pdf,3,mixed,1.000,"[752.0,302.0,917.0,341.0]",generalized propagation rule
DGL-F0082,representation learning,H'_k = \beta_k 1^T + \Omega_k H,3,DGL_Lecture_3_Annotated.pdf,4,printed,1.000,"[780.0,165.0,890.0,192.5]",Transformed embeddings
DGL-F0082,node embedding,H'_k = \beta_k 1^T + \Omega_k H,3,DGL_Lecture_3_Annotated.pdf,4,printed,1.000,"[780.0,165.0,890.0,192.5]",Transformed embeddings
DGL-F0083,message passing,"H_{k+1} = f(H_k, A)",3,DGL_Lecture_3_Annotated.pdf,4,printed,1.000,"[247.5,176.0,357.5,198.0]",generalized propagation rule
DGL-F0084,linear aggregation,h_{k+1}^{(n)} = a \left[ \beta_k + \Omega_k \cdot h_k^{(n)} + \sum_{m \in \mathcal{N}(n)} h_k^{(m)} \right],3,DGL_Lecture_3_Annotated.pdf,4,printed,1.000,"[412.5,412.5,522.5,434.5]",Local aggregation formula
DGL-F0084,node embedding,h_{k+1}^{(n)} = a \left[ \beta_k + \Omega_k \cdot h_k^{(n)} + \sum_{m \in \mathcal{N}(n)} h_k^{(m)} \right],3,DGL_Lecture_3_Annotated.pdf,4,printed,1.000,"[412.5,412.5,522.5,434.5]",Local aggregation formula
DGL-F0085,linear aggregation,\text{agg}[n] = \frac{1}{|\text{ne}[n]|} \sum_{m \in \text{ne}[n]} h_m,3,DGL_Lecture_3_Annotated.pdf,4,mixed,0.900,"[560.0,412.5,670.0,440.0]",Mean aggregation formula
DGL-F0086,linear aggregation,\text{agg}[n] = \sum_{m \in \text{ne}[n]} h_m,3,DGL_Lecture_3_Annotated.pdf,4,printed,1.000,"[412.5,467.5,522.5,489.5]",Sum aggregation
DGL-F0087,graph attention network,s_{mn} = \left[ \phi_k^T \begin{bmatrix} h'_m \\ h'_n \end{bmatrix} \right],3,DGL_Lecture_3_Annotated.pdf,4,printed,1.000,"[752.5,560.0,862.5,604.0]",similarity computation
DGL-F0088,graph convolutional network,H_{k+1} = a \left[ \beta_k 1^T + \Omega_k H_k (AD^{-1} + I) \right],3,DGL_Lecture_3_Annotated.pdf,4,printed,1.000,"[455.5,587.5,670.0,615.0]",GCN with degree matrix
DGL-F0088,degree matrix,H_{k+1} = a \left[ \beta_k 1^T + \Omega_k H_k (AD^{-1} + I) \right],3,DGL_Lecture_3_Annotated.pdf,4,printed,1.000,"[455.5,587.5,670.0,615.0]",GCN with degree matrix
DGL-F0089,linear aggregation,\text{agg}[n] = \sum_{m \in \text{ne}[n]} \frac{h_m}{\sqrt{|\text{ne}[n]| |\text{ne}[m]|}},3,DGL_Lecture_3_Annotated.pdf,4,printed,1.000,"[505.0,697.5,670.0,736.0]",normalized aggregation
DGL-F0089,kipf normalization,\text{agg}[n] = \sum_{m \in \text{ne}[n]} \frac{h_m}{\sqrt{|\text{ne}[n]| |\text{ne}[m]|}},3,DGL_Lecture_3_Annotated.pdf,4,printed,1.000,"[505.0,697.5,670.0,736.0]",normalized aggregation
DGL-F0090,graph convolutional network,H_{k+1} = a \left[ \beta_k 1^T + \Omega_k H_k (D^{-1/2}AD^{-1/2} + I) \right],3,DGL_Lecture_3_Annotated.pdf,4,printed,1.000,"[455.5,752.5,670.0,780.0]",GCN with Kipf normalization
DGL-F0090,kipf normalization,H_{k+1} = a \left[ \beta_k 1^T + \Omega_k H_k (D^{-1/2}AD^{-1/2} + I) \right],3,DGL_Lecture_3_Annotated.pdf,4,printed,1.000,"[455.5,752.5,670.0,780.0]",GCN with Kipf normalization
DGL-F0091,graph attention network,"H_{k+1} = a \left[ H'_k \cdot \text{Softmask}(S, A + I) \right]",3,DGL_Lecture_3_Annotated.pdf,4,printed,1.000,"[752.5,807.5,945.0,835.0]",GAT layer
DGL-F0091,attention masking,"H_{k+1} = a \left[ H'_k \cdot \text{Softmask}(S, A + I) \right]",3,DGL_Lecture_3_Annotated.pdf,4,printed,1.000,"[752.5,807.5,945.0,835.0]",GAT layer
DGL-F0092,global max pooling,\text{agg}[n] = \max_{m \in \text{ne}[n]} [h_m],3,DGL_Lecture_3_Annotated.pdf,4,printed,1.000,"[505.0,917.5,642.5,945.0]",max pooling aggregation
DGL-F0093,message passing,"H_{k+1} = f(H_k, A)",4,DGL_Lecture_4_Annotated.pdf,1,printed,1.000,"[264.0,176.0,341.0,198.0]",generalized propagation rule
DGL-F0094,stochastic gradient descent,w_{t+1} = w_t - \eta \nabla L_{\text{point}},4,DGL_Lecture_4_Annotated.pdf,1,printed,1.000,"[55.0,675.5,137.5,692.0]",SGD Update Rule
DGL-F0094,parameter update,w_{t+1} = w_t - \eta \nabla L_{\text{point}},4,DGL_Lecture_4_Annotated.pdf,1,printed,1.000,"[55.0,675.5,137.5,692.0]",SGD Update Rule
DGL-F0095,batch gradient descent,w_{t+1} = w_t - \eta \nabla L_{\text{dataset}},4,DGL_Lecture_4_Annotated.pdf,1,printed,1.000,"[192.5,675.5,302.5,692.0]",Batch GD Update Rule
DGL-F0095,parameter update,w_{t+1} = w_t - \eta \nabla L_{\text{dataset}},4,DGL_Lecture_4_Annotated.pdf,1,printed,1.000,"[192.5,675.5,302.5,692.0]",Batch GD Update Rule
DGL-F0096,mini-batch gradient descent,w_{t+1} = w_t - \eta \nabla L_{\text{batch}},4,DGL_Lecture_4_Annotated.pdf,1,printed,1.000,"[330.0,675.5,467.5,692.0]",Mini-batch GD Update Rule
DGL-F0096,parameter update,w_{t+1} = w_t - \eta \nabla L_{\text{batch}},4,DGL_Lecture_4_Annotated.pdf,1,printed,1.000,"[330.0,675.5,467.5,692.0]",Mini-batch GD Update Rule
DGL-F0097,message passing,"H_{k+1} = f(H_k, A)",4,DGL_Lecture_4_Annotated.pdf,2,printed,1.000,"[275.0,192.5,357.5,220.0]",generalized propagation rule
DGL-F0097,graph neural network,"H_{k+1} = f(H_k, A)",4,DGL_Lecture_4_Annotated.pdf,2,printed,1.000,"[275.0,192.5,357.5,220.0]",generalized propagation rule
DGL-F0098,empirical mean,"m_h = \frac{1}{|\mathcal{B}|} \sum_{i \in \mathcal{B}} h_{i,k}",4,DGL_Lecture_4_Annotated.pdf,2,printed,1.000,"[752.5,385.0,862.5,412.5]",11.7
DGL-F0098,batch normalization,"m_h = \frac{1}{|\mathcal{B}|} \sum_{i \in \mathcal{B}} h_{i,k}",4,DGL_Lecture_4_Annotated.pdf,2,printed,1.000,"[752.5,385.0,862.5,412.5]",11.7
DGL-F0099,standard deviation,"s_h = \sqrt{\frac{1}{|\mathcal{B}|} \sum_{i \in \mathcal{B}} (h_{i,k} - m_h)^2}",4,DGL_Lecture_4_Annotated.pdf,2,printed,1.000,"[752.5,412.5,862.5,440.0]",11.7
DGL-F0099,batch normalization,"s_h = \sqrt{\frac{1}{|\mathcal{B}|} \sum_{i \in \mathcal{B}} (h_{i,k} - m_h)^2}",4,DGL_Lecture_4_Annotated.pdf,2,printed,1.000,"[752.5,412.5,862.5,440.0]",11.7
DGL-F0100,batch normalization,"h_{i,k} \leftarrow \frac{h_{i,k} - m_h}{s_h + \epsilon}",4,DGL_Lecture_4_Annotated.pdf,2,printed,1.000,"[752.5,440.0,862.5,467.5]",normalization step
DGL-F0101,batch normalization,"h_{i,k} \leftarrow \gamma h_{i,k} + \delta",4,DGL_Lecture_4_Annotated.pdf,2,mixed,0.900,"[752.5,467.5,862.5,495.0]",scale and shift
DGL-F0102,message passing,"H_{k+1} = f(H_k, A)",4,DGL_Lecture_4_Annotated.pdf,3,printed,1.000,"[220.0,165.0,302.5,192.5]",generalized propagation rule
DGL-F0102,graph neural network layer,"H_{k+1} = f(H_k, A)",4,DGL_Lecture_4_Annotated.pdf,3,printed,1.000,"[220.0,165.0,302.5,192.5]",generalized propagation rule
DGL-F0103,graph neural network,y^{\text{test}} = \text{sig} [\beta_K + \omega_K H_K],4,DGL_Lecture_4_Annotated.pdf,4,printed,1.000,"[385.0,247.5,522.5,275.0]",output prediction formula
DGL-F0103,learned weights,y^{\text{test}} = \text{sig} [\beta_K + \omega_K H_K],4,DGL_Lecture_4_Annotated.pdf,4,printed,1.000,"[385.0,247.5,522.5,275.0]",output prediction formula
DGL-F0103,node embedding,y^{\text{test}} = \text{sig} [\beta_K + \omega_K H_K],4,DGL_Lecture_4_Annotated.pdf,4,printed,1.000,"[385.0,247.5,522.5,275.0]",output prediction formula
DGL-F0104,graph classification,\text{sig} \left[ \beta_K + \omega_K \mathbf{H}_K \mathbf{1} / N \right],4,DGL_Lecture_4_Annotated.pdf,4,mixed,0.950,"[450.0,264.0,670.0,297.0]",Graph classification readout function
DGL-F0104,global pooling,\text{sig} \left[ \beta_K + \omega_K \mathbf{H}_K \mathbf{1} / N \right],4,DGL_Lecture_4_Annotated.pdf,4,mixed,0.950,"[450.0,264.0,670.0,297.0]",Graph classification readout function
DGL-F0104,logistic activation,\text{sig} \left[ \beta_K + \omega_K \mathbf{H}_K \mathbf{1} / N \right],4,DGL_Lecture_4_Annotated.pdf,4,mixed,0.950,"[450.0,264.0,670.0,297.0]",Graph classification readout function
DGL-F0104,learned weights,\text{sig} \left[ \beta_K + \omega_K \mathbf{H}_K \mathbf{1} / N \right],4,DGL_Lecture_4_Annotated.pdf,4,mixed,0.950,"[450.0,264.0,670.0,297.0]",Graph classification readout function
DGL-F0105,graph classification,\text{sig}[\beta_K \mathbf{1}^T + \omega_K \mathbf{H}_K],4,DGL_Lecture_4_Annotated.pdf,4,mixed,0.950,"[455.5,697.5,642.5,725.0]",Graph classification readout
DGL-F0105,logistic activation,\text{sig}[\beta_K \mathbf{1}^T + \omega_K \mathbf{H}_K],4,DGL_Lecture_4_Annotated.pdf,4,mixed,0.950,"[455.5,697.5,642.5,725.0]",Graph classification readout
DGL-F0105,learned weights,\text{sig}[\beta_K \mathbf{1}^T + \omega_K \mathbf{H}_K],4,DGL_Lecture_4_Annotated.pdf,4,mixed,0.950,"[455.5,697.5,642.5,725.0]",Graph classification readout
DGL-F0105,node embedding,\text{sig}[\beta_K \mathbf{1}^T + \omega_K \mathbf{H}_K],4,DGL_Lecture_4_Annotated.pdf,4,mixed,0.950,"[455.5,697.5,642.5,725.0]",Graph classification readout
DGL-F0106,transductive learning,y = \text{sig}[\beta_K 1^T + \omega_K 1],4,DGL_Lecture_4_Annotated.pdf,4,mixed,0.950,"[302.5,752.5,522.5,807.5]",transductive prediction rule
DGL-F0106,logistic activation,y = \text{sig}[\beta_K 1^T + \omega_K 1],4,DGL_Lecture_4_Annotated.pdf,4,mixed,0.950,"[302.5,752.5,522.5,807.5]",transductive prediction rule
DGL-F0106,bias,y = \text{sig}[\beta_K 1^T + \omega_K 1],4,DGL_Lecture_4_Annotated.pdf,4,mixed,0.950,"[302.5,752.5,522.5,807.5]",transductive prediction rule
DGL-F0106,learned weights,y = \text{sig}[\beta_K 1^T + \omega_K 1],4,DGL_Lecture_4_Annotated.pdf,4,mixed,0.950,"[302.5,752.5,522.5,807.5]",transductive prediction rule
DGL-F0107,permutation matrix,"P(i, \pi(i)) = 1",5,DGL_Lecture_5_Annotated.pdf,1,printed,1.000,"[604.0,44.0,681.0,60.5]",Permutation matrix definition
DGL-F0108,transformation invariance,f[t[x]] = f[x],5,DGL_Lecture_5_Annotated.pdf,1,mixed,1.000,"[137.5,99.0,192.5,121.0]",invariance definition
DGL-F0109,associativity,\pi \circ (\sigma \circ \delta) = (\pi \circ \sigma) \circ \delta,5,DGL_Lecture_5_Annotated.pdf,1,mixed,1.000,"[807.5,110.0,917.5,126.5]",Associativity of permutation
DGL-F0110,non-commutativity,\pi \circ \sigma \neq \sigma \circ \pi,5,DGL_Lecture_5_Annotated.pdf,1,mixed,1.000,"[807.5,137.5,917.5,154.0]",Non-commutativity of permutation
DGL-F0111,graph neural network,f: \mathcal{G} \to \mathbb{R}^d,5,DGL_Lecture_5_Annotated.pdf,1,printed,1.000,"[357.5,385.0,467.5,412.5]",GNN mapping function
DGL-F0111,node embedding,f: \mathcal{G} \to \mathbb{R}^d,5,DGL_Lecture_5_Annotated.pdf,1,printed,1.000,"[357.5,385.0,467.5,412.5]",GNN mapping function
DGL-F0112,graph neural network,"G \mapsto f(A, X)",5,DGL_Lecture_5_Annotated.pdf,1,printed,1.000,"[357.5,412.5,467.5,429.0]",GNN input
DGL-F0113,transformation equivariance,f[t(\mathbf{x})] = t[f(\mathbf{x})],5,DGL_Lecture_5_Annotated.pdf,1,mixed,1.000,"[587.5,429.0,697.5,445.5]",Equivariance definition
DGL-F0114,graph classification,"\mathcal{D} = \{ (G_1, y_1), \dots, (G_n, y_n) \}",5,DGL_Lecture_5_Annotated.pdf,1,mixed,1.000,"[27.5,440.0,220.0,495.0]",dataset definition
DGL-F0115,graph neural network layer,y = \text{sig}[\beta_K + \omega_K H_K 1/N],5,DGL_Lecture_5_Annotated.pdf,1,printed,1.000,"[741.5,450.0,972.5,477.5]",output equation
DGL-F0116,graph classification,\mathbf{y} = \text{sig}[\beta_K + \omega_K \mathbf{H}_K \mathbf{1} / N],5,DGL_Lecture_5_Annotated.pdf,1,mixed,0.900,"[807.5,451.0,972.5,467.5]",Graph-level output formula
DGL-F0116,linear aggregation,\mathbf{y} = \text{sig}[\beta_K + \omega_K \mathbf{H}_K \mathbf{1} / N],5,DGL_Lecture_5_Annotated.pdf,1,mixed,0.900,"[807.5,451.0,972.5,467.5]",Graph-level output formula
DGL-F0117,node permutation invariance,"f(A_i, X_i) = f(A_j, X_j)",5,DGL_Lecture_5_Annotated.pdf,1,printed,1.000,"[357.5,467.5,495.0,495.0]",permutation invariance condition
DGL-F0118,node permutation invariance,= \text{sig}[\beta_K + \omega_K \mathbf{H}_K \mathbf{P} \mathbf{1} / N],5,DGL_Lecture_5_Annotated.pdf,1,mixed,0.900,"[807.5,467.5,972.5,484.0]",Permutation invariance in graph-level output
DGL-F0118,graph classification,= \text{sig}[\beta_K + \omega_K \mathbf{H}_K \mathbf{P} \mathbf{1} / N],5,DGL_Lecture_5_Annotated.pdf,1,mixed,0.900,"[807.5,467.5,972.5,484.0]",Permutation invariance in graph-level output
DGL-F0119,graph neural network layer,f: \mathbb{R}^{n \times n} \times \mathbb{R}^{d_k \times n} \rightarrow \mathbb{R}^{d_{k+1} \times n},5,DGL_Lecture_5_Annotated.pdf,1,mixed,0.950,"[247.5,626.0,495.0,659.0]",graph function signature
DGL-F0120,graph neural network layer,H_{k+1} = a[\beta_k 1^T + \Omega_k [H_k; H_k A]],5,DGL_Lecture_5_Annotated.pdf,1,printed,1.000,"[741.5,642.5,972.5,670.0]",GNN layer definition
DGL-F0121,graph neural network layer,"H_{k+1} = f(A, H_k) = f(P^T A P, H_k P)",5,DGL_Lecture_5_Annotated.pdf,1,mixed,0.950,"[247.5,659.0,467.5,697.5]",GCN layer equivariance
DGL-F0122,graph neural network layer,"GraphLayer[H_k P, P^T A P] = a[\beta_k 1^T + \Omega_k \begin{bmatrix} H_k P \\ H_k P P^T A P \end{bmatrix}]",5,DGL_Lecture_5_Annotated.pdf,1,printed,1.000,"[741.5,725.0,972.5,780.0]",permuted GNN layer
DGL-F0122,permutation matrix,"GraphLayer[H_k P, P^T A P] = a[\beta_k 1^T + \Omega_k \begin{bmatrix} H_k P \\ H_k P P^T A P \end{bmatrix}]",5,DGL_Lecture_5_Annotated.pdf,1,printed,1.000,"[741.5,725.0,972.5,780.0]",permuted GNN layer
DGL-F0123,permutation,\pi = \begin{pmatrix} 1 & 2 & 3 & 4 \\ \downarrow & \downarrow & \downarrow & \downarrow \\ 4 & 1 & 3 & 2 \end{pmatrix},5,DGL_Lecture_5_Annotated.pdf,1,mixed,0.900,"[302.5,752.5,440.0,807.5]",permutation example
DGL-F0123,node ordering,\pi = \begin{pmatrix} 1 & 2 & 3 & 4 \\ \downarrow & \downarrow & \downarrow & \downarrow \\ 4 & 1 & 3 & 2 \end{pmatrix},5,DGL_Lecture_5_Annotated.pdf,1,mixed,0.900,"[302.5,752.5,440.0,807.5]",permutation example
DGL-F0124,permutation matrix,"P^T(\pi(i), i) = 1",5,DGL_Lecture_5_Annotated.pdf,1,printed,1.000,"[247.5,835.0,302.5,851.5]",permutation matrix definition
DGL-F0125,permutation matrix,"P(i, \pi(i)) = 1",5,DGL_Lecture_5_Annotated.pdf,1,printed,1.000,"[412.5,835.0,467.5,851.5]",permutation matrix definition
DGL-F0126,adjacency matrix,A' = P^T A P,5,DGL_Lecture_5_Annotated.pdf,1,mixed,0.950,"[247.5,851.5,467.5,945.0]",permuted adjacency matrix
DGL-F0126,permutation matrix,A' = P^T A P,5,DGL_Lecture_5_Annotated.pdf,1,mixed,0.950,"[247.5,851.5,467.5,945.0]",permuted adjacency matrix
DGL-F0127,node permutation equivariance in gnns,"H_{k+1} P = F[H_k P, P^T A P, \phi_k]",5,DGL_Lecture_5_Annotated.pdf,1,mixed,0.950,"[505.0,862.5,725.0,917.5]",permutation equivariance condition
DGL-F0127,permutation matrix,"H_{k+1} P = F[H_k P, P^T A P, \phi_k]",5,DGL_Lecture_5_Annotated.pdf,1,mixed,0.950,"[505.0,862.5,725.0,917.5]",permutation equivariance condition
DGL-F0128,k-hop similarity,d(5) \neq d(4),5,DGL_Lecture_5_Annotated.pdf,2,handwritten,0.950,"[110.0,247.5,192.5,264.0]",degree inequality
DGL-F0129,symmetric neighborhood,d(1) = d(3),5,DGL_Lecture_5_Annotated.pdf,2,handwritten,0.950,"[247.5,247.5,330.0,264.0]",symmetric degree
DGL-F0130,k-hop similarity,d(1) = d(5),5,DGL_Lecture_5_Annotated.pdf,2,handwritten,0.950,"[385.0,247.5,467.5,264.0]",similar degree
DGL-F0131,wl color refinement algorithm,c^{(0)}(v),5,DGL_Lecture_5_Annotated.pdf,2,printed,1.000,"[642.5,544.5,697.5,550.0]",initial color assignment
DGL-F0132,wl color refinement algorithm,"c^{k+1}(v) = HASH\left(c^k(v), \{c^k(u)\}_{u \in ne[v]}\right)",5,DGL_Lecture_5_Annotated.pdf,2,printed,1.000,"[587.5,576.5,862.5,598.5]",WL color refinement update rule
DGL-F0133,expressive power of gnn,C(n) \neq C(m) \implies \mathbf{h}_{k+1}^{(n)} \neq \mathbf{h}_{k+1}^{(m)},5,DGL_Lecture_5_Annotated.pdf,2,mixed,0.950,"[110.0,615.0,330.0,659.0]",Injectivity Condition
DGL-F0133,node computational graph,C(n) \neq C(m) \implies \mathbf{h}_{k+1}^{(n)} \neq \mathbf{h}_{k+1}^{(m)},5,DGL_Lecture_5_Annotated.pdf,2,mixed,0.950,"[110.0,615.0,330.0,659.0]",Injectivity Condition
DGL-F0134,injective aggregation,"\mathbf{h}_{k+1}^{(n)} = \mathbf{a} \left[ \beta_k + \Omega_k \cdot \mathbf{h}_k^{(n)} + \Omega_k \cdot \text{agg}[n, k] \right]",5,DGL_Lecture_5_Annotated.pdf,2,mixed,0.900,"[192.5,659.0,467.5,714.0]",GIN Update Rule
DGL-F0134,gin,"\mathbf{h}_{k+1}^{(n)} = \mathbf{a} \left[ \beta_k + \Omega_k \cdot \mathbf{h}_k^{(n)} + \Omega_k \cdot \text{agg}[n, k] \right]",5,DGL_Lecture_5_Annotated.pdf,2,mixed,0.900,"[192.5,659.0,467.5,714.0]",GIN Update Rule
DGL-F0135,message passing,"h_v^{(k)} = \phi \left( h_v^{(k-1)}, f \left( \{ h_u^{(k-1)} : u \in \mathcal{N}(v) \} \right) \right)",5,DGL_Lecture_5_Annotated.pdf,3,printed,1.000,"[10.0,190.0,400.0,230.0]",General GNN update rule
DGL-F0135,injective aggregation,"h_v^{(k)} = \phi \left( h_v^{(k-1)}, f \left( \{ h_u^{(k-1)} : u \in \mathcal{N}(v) \} \right) \right)",5,DGL_Lecture_5_Annotated.pdf,3,printed,1.000,"[10.0,190.0,400.0,230.0]",General GNN update rule
DGL-F0135,multiset,"h_v^{(k)} = \phi \left( h_v^{(k-1)}, f \left( \{ h_u^{(k-1)} : u \in \mathcal{N}(v) \} \right) \right)",5,DGL_Lecture_5_Annotated.pdf,3,printed,1.000,"[10.0,190.0,400.0,230.0]",General GNN update rule
DGL-F0136,gin,h_v^{(k)} = \text{MLP}^{(k)} \left( (1 + \epsilon^{(k)}) \cdot h_v^{(k-1)} + \sum_{u \in \mathcal{N}(v)} h_u^{(k-1)} \right),5,DGL_Lecture_5_Annotated.pdf,3,printed,1.000,"[10.0,760.0,350.0,800.0]",GIN message update rule
DGL-F0136,message passing,h_v^{(k)} = \text{MLP}^{(k)} \left( (1 + \epsilon^{(k)}) \cdot h_v^{(k-1)} + \sum_{u \in \mathcal{N}(v)} h_u^{(k-1)} \right),5,DGL_Lecture_5_Annotated.pdf,3,printed,1.000,"[10.0,760.0,350.0,800.0]",GIN message update rule
DGL-F0136,nonlinear network,h_v^{(k)} = \text{MLP}^{(k)} \left( (1 + \epsilon^{(k)}) \cdot h_v^{(k-1)} + \sum_{u \in \mathcal{N}(v)} h_u^{(k-1)} \right),5,DGL_Lecture_5_Annotated.pdf,3,printed,1.000,"[10.0,760.0,350.0,800.0]",GIN message update rule
DGL-F0137,gnn mapping function,"f(A, X) = (\tilde{A}', \tilde{X}')",6,DGL_Lecture_6_Annotated.pdf,1,printed,1.000,"[725.0,110.0,835.0,137.5]",GNN mapping function
DGL-F0138,gnn loss function,"\mathcal{L}_1 = dist(A', \tilde{A}')",6,DGL_Lecture_6_Annotated.pdf,1,printed,1.000,"[835.0,110.0,945.0,137.5]",GNN loss function
DGL-F0138,adjacency matrix generation,"\mathcal{L}_1 = dist(A', \tilde{A}')",6,DGL_Lecture_6_Annotated.pdf,1,printed,1.000,"[835.0,110.0,945.0,137.5]",GNN loss function
DGL-F0139,gnn loss function,"\mathcal{L}_2 = dist(A', \tilde{A}') + \lambda dist(X', \tilde{X}')",6,DGL_Lecture_6_Annotated.pdf,1,printed,1.000,"[725.0,385.0,945.0,412.5]",GNN loss function
DGL-F0139,node feature generation,"\mathcal{L}_2 = dist(A', \tilde{A}') + \lambda dist(X', \tilde{X}')",6,DGL_Lecture_6_Annotated.pdf,1,printed,1.000,"[725.0,385.0,945.0,412.5]",GNN loss function
DGL-F0140,generative learning tasks,"\mathcal{L}_2 = dist(A', \tilde{A}') + \lambda dist(X', \tilde{X}')",6,DGL_Lecture_6_Annotated.pdf,1,printed,1.000,"[752.5,477.5,972.5,505.0]",L2
DGL-F0140,gnn loss function,"\mathcal{L}_2 = dist(A', \tilde{A}') + \lambda dist(X', \tilde{X}')",6,DGL_Lecture_6_Annotated.pdf,1,printed,1.000,"[752.5,477.5,972.5,505.0]",L2
