visual_id,concept,file_name,lecture,pdf_file,pdf_page,kind,description,source_type,confidence,bbox
DGL-G0049,single layer linear network,l02_p01_single_layer_linear_network_05.png,2,DGL_Lecture_2_Annotated.pdf,1,diagram,"Neural network diagram for single layer linear network with multiple outputs showing input features, weights, summation, and multiple outputs",mixed,0.900,"[780.0,308.0,917.5,407.0]"
DGL-G0049,weights,l02_p01_single_layer_linear_network_05.png,2,DGL_Lecture_2_Annotated.pdf,1,diagram,"Neural network diagram for single layer linear network with multiple outputs showing input features, weights, summation, and multiple outputs",mixed,0.900,"[780.0,308.0,917.5,407.0]"
DGL-G0049,linear aggregation,l02_p01_single_layer_linear_network_05.png,2,DGL_Lecture_2_Annotated.pdf,1,diagram,"Neural network diagram for single layer linear network with multiple outputs showing input features, weights, summation, and multiple outputs",mixed,0.900,"[780.0,308.0,917.5,407.0]"
DGL-G0050,multi-regression models,l02_p01_multi_regression_models_06.png,2,DGL_Lecture_2_Annotated.pdf,1,plot,Scatter plot showing regression lines for multiple outputs with different weights,mixed,0.900,"[923.0,308.0,1000.0,407.0]"
DGL-G0051,classification,l02_p01_classification_07.png,2,DGL_Lecture_2_Annotated.pdf,1,plot,Scatter plot illustrating classification in a new space with decision boundary.,handwritten,0.950,"[319.0,352.0,385.0,451.0]"
DGL-G0051,representation learning,l02_p01_classification_07.png,2,DGL_Lecture_2_Annotated.pdf,1,plot,Scatter plot illustrating classification in a new space with decision boundary.,handwritten,0.950,"[319.0,352.0,385.0,451.0]"
DGL-G0052,regression,l02_p01_regression_08.png,2,DGL_Lecture_2_Annotated.pdf,1,plot,Scatter plot illustrating regression in a new space with fitted line.,handwritten,0.950,"[429.0,352.0,495.0,451.0]"
DGL-G0052,representation learning,l02_p01_regression_08.png,2,DGL_Lecture_2_Annotated.pdf,1,plot,Scatter plot illustrating regression in a new space with fitted line.,handwritten,0.950,"[429.0,352.0,495.0,451.0]"
DGL-G0053,nonlinear network,l02_p01_nonlinear_network_09.png,2,DGL_Lecture_2_Annotated.pdf,1,diagram,"Neural network diagram for single layer nonlinear network with multiple outputs showing input features, weights, activation functions, and multiple outputs",mixed,0.900,"[604.0,473.0,780.0,550.0]"
DGL-G0053,weights,l02_p01_nonlinear_network_09.png,2,DGL_Lecture_2_Annotated.pdf,1,diagram,"Neural network diagram for single layer nonlinear network with multiple outputs showing input features, weights, activation functions, and multiple outputs",mixed,0.900,"[604.0,473.0,780.0,550.0]"
DGL-G0053,activation function,l02_p01_nonlinear_network_09.png,2,DGL_Lecture_2_Annotated.pdf,1,diagram,"Neural network diagram for single layer nonlinear network with multiple outputs showing input features, weights, activation functions, and multiple outputs",mixed,0.900,"[604.0,473.0,780.0,550.0]"
DGL-G0054,nonlinear network,l02_p01_nonlinear_network_10.png,2,DGL_Lecture_2_Annotated.pdf,1,architecture,"Diagram of a multi-layer neural network with input features, hidden layers, and output units.",mixed,1.000,"[615.0,477.5,835.0,670.0]"
DGL-G0054,hidden layer,l02_p01_nonlinear_network_10.png,2,DGL_Lecture_2_Annotated.pdf,1,architecture,"Diagram of a multi-layer neural network with input features, hidden layers, and output units.",mixed,1.000,"[615.0,477.5,835.0,670.0]"
DGL-G0054,activation function,l02_p01_nonlinear_network_10.png,2,DGL_Lecture_2_Annotated.pdf,1,architecture,"Diagram of a multi-layer neural network with input features, hidden layers, and output units.",mixed,1.000,"[615.0,477.5,835.0,670.0]"
DGL-G0055,principal component analysis,l02_p01_principal_component_analysis_11.png,2,DGL_Lecture_2_Annotated.pdf,1,diagram,"Three circular diagrams illustrating PCA (linear autoencoder with data points and basis vectors), K-Means (grouping data points into clusters), and Matrix Completion (filling missing values in a matrix).",mixed,1.000,"[258.5,642.5,511.5,741.5]"
DGL-G0055,k-means clustering,l02_p01_principal_component_analysis_11.png,2,DGL_Lecture_2_Annotated.pdf,1,diagram,"Three circular diagrams illustrating PCA (linear autoencoder with data points and basis vectors), K-Means (grouping data points into clusters), and Matrix Completion (filling missing values in a matrix).",mixed,1.000,"[258.5,642.5,511.5,741.5]"
DGL-G0055,matrix completion,l02_p01_principal_component_analysis_11.png,2,DGL_Lecture_2_Annotated.pdf,1,diagram,"Three circular diagrams illustrating PCA (linear autoencoder with data points and basis vectors), K-Means (grouping data points into clusters), and Matrix Completion (filling missing values in a matrix).",mixed,1.000,"[258.5,642.5,511.5,741.5]"
DGL-G0056,nonlinear network,l02_p01_nonlinear_network_12.png,2,DGL_Lecture_2_Annotated.pdf,1,architecture,Detailed view of a deep neural network architecture showing multiple hidden layers and output units.,mixed,1.000,"[615.0,697.5,835.0,862.5]"
DGL-G0056,hidden layer,l02_p01_nonlinear_network_12.png,2,DGL_Lecture_2_Annotated.pdf,1,architecture,Detailed view of a deep neural network architecture showing multiple hidden layers and output units.,mixed,1.000,"[615.0,697.5,835.0,862.5]"
DGL-G0056,activation function,l02_p01_nonlinear_network_12.png,2,DGL_Lecture_2_Annotated.pdf,1,architecture,Detailed view of a deep neural network architecture showing multiple hidden layers and output units.,mixed,1.000,"[615.0,697.5,835.0,862.5]"
DGL-G0057,principal component analysis,l02_p01_principal_component_analysis_13.png,2,DGL_Lecture_2_Annotated.pdf,1,graph example,"Scatter plot showing data points in a 2D space with basis vectors e1 and e2, illustrating the concept of linear autoencoder in PCA.",handwritten,1.000,"[269.5,703.0,335.5,736.0]"
DGL-G0058,deep non-negative matrix factorization,l02_p01_deep_non_negative_matrix_factorization_14.png,2,DGL_Lecture_2_Annotated.pdf,1,architecture,"Neural network architecture diagram showing input layer X_i, hidden layers A^l, and output S, alongside matrix representations X_i, A, and S with dimensions N and k.",printed,1.000,"[302.5,796.5,467.5,862.5]"
DGL-G0058,nonlinear network,l02_p01_deep_non_negative_matrix_factorization_14.png,2,DGL_Lecture_2_Annotated.pdf,1,architecture,"Neural network architecture diagram showing input layer X_i, hidden layers A^l, and output S, alongside matrix representations X_i, A, and S with dimensions N and k.",printed,1.000,"[302.5,796.5,467.5,862.5]"
DGL-G0059,high-dimensional manifold,l02_p02_high_dimensional_manifold_01.png,2,DGL_Lecture_2_Annotated.pdf,2,plot,3D surface plot representing a high-dimensional manifold with data points and a path on it,mixed,1.000,"[752.5,82.5,945.0,247.5]"
DGL-G0060,ml problem formalization,l02_p02_ml_problem_formalization_02.png,2,DGL_Lecture_2_Annotated.pdf,2,diagram,"Matrix multiplication representing the ML problem formalization with feature matrix, weight vector, and predicted output",mixed,0.900,"[357.5,110.0,522.5,192.5]"
DGL-G0060,shared mapping,l02_p02_ml_problem_formalization_02.png,2,DGL_Lecture_2_Annotated.pdf,2,diagram,"Matrix multiplication representing the ML problem formalization with feature matrix, weight vector, and predicted output",mixed,0.900,"[357.5,110.0,522.5,192.5]"
DGL-G0060,training samples,l02_p02_ml_problem_formalization_02.png,2,DGL_Lecture_2_Annotated.pdf,2,diagram,"Matrix multiplication representing the ML problem formalization with feature matrix, weight vector, and predicted output",mixed,0.900,"[357.5,110.0,522.5,192.5]"
DGL-G0061,hidden layer,l02_p02_hidden_layer_03.png,2,DGL_Lecture_2_Annotated.pdf,2,diagram,"Neural network architecture showing input features, hidden layers, and outputs with weights and activations",mixed,0.900,"[27.5,137.5,330.0,275.0]"
DGL-G0061,nonlinear transformation,l02_p02_hidden_layer_03.png,2,DGL_Lecture_2_Annotated.pdf,2,diagram,"Neural network architecture showing input features, hidden layers, and outputs with weights and activations",mixed,0.900,"[27.5,137.5,330.0,275.0]"
DGL-G0061,linear aggregation,l02_p02_hidden_layer_03.png,2,DGL_Lecture_2_Annotated.pdf,2,diagram,"Neural network architecture showing input features, hidden layers, and outputs with weights and activations",mixed,0.900,"[27.5,137.5,330.0,275.0]"
DGL-G0062,reductionist assumption,l02_p02_reductionist_assumption_04.png,2,DGL_Lecture_2_Annotated.pdf,2,diagram,"Matrix multiplication diagram showing feature matrix multiplied by weight vector resulting in output, illustrating the reductionist assumption",printed,1.000,"[455.5,137.5,615.0,192.5]"
DGL-G0062,shared mapping,l02_p02_reductionist_assumption_04.png,2,DGL_Lecture_2_Annotated.pdf,2,diagram,"Matrix multiplication diagram showing feature matrix multiplied by weight vector resulting in output, illustrating the reductionist assumption",printed,1.000,"[455.5,137.5,615.0,192.5]"
DGL-G0063,graph-based features,l02_p02_graph_based_features_05.png,2,DGL_Lecture_2_Annotated.pdf,2,graph example,"Small hand-drawn graph with nodes and edges, illustrating graph structure",handwritten,0.900,"[532.5,357.5,587.5,412.5]"
DGL-G0064,graph-based features,l02_p02_graph_based_features_06.png,2,DGL_Lecture_2_Annotated.pdf,2,diagram,Diagram showing nodes with features being transformed into a graph structure with an adjacency matrix,printed,1.000,"[752.5,412.5,917.5,522.5]"
DGL-G0064,adjacency matrix,l02_p02_graph_based_features_06.png,2,DGL_Lecture_2_Annotated.pdf,2,diagram,Diagram showing nodes with features being transformed into a graph structure with an adjacency matrix,printed,1.000,"[752.5,412.5,917.5,522.5]"
DGL-G0065,adjacency matrix,l02_p02_adjacency_matrix_07.png,2,DGL_Lecture_2_Annotated.pdf,2,matrix,Large matrix labeled 'A' representing the graph adjacency matrix,mixed,1.000,"[917.5,467.5,972.5,522.5]"
DGL-G0066,node-based features,l02_p02_node_based_features_08.png,2,DGL_Lecture_2_Annotated.pdf,2,diagram,"Node-based feature extraction: for each node in a graph, extract features and sum them to form a node embedding",mixed,1.000,"[319.0,532.5,440.0,681.0]"
DGL-G0066,graph neural network,l02_p02_node_based_features_08.png,2,DGL_Lecture_2_Annotated.pdf,2,diagram,"Node-based feature extraction: for each node in a graph, extract features and sum them to form a node embedding",mixed,1.000,"[319.0,532.5,440.0,681.0]"
DGL-G0067,edge-based features,l02_p02_edge_based_features_09.png,2,DGL_Lecture_2_Annotated.pdf,2,diagram,Edge-based feature extraction: an edge is represented by a combination of its topology and edge-specific features,mixed,1.000,"[445.5,532.5,544.5,681.0]"
DGL-G0067,graph neural network,l02_p02_edge_based_features_09.png,2,DGL_Lecture_2_Annotated.pdf,2,diagram,Edge-based feature extraction: an edge is represented by a combination of its topology and edge-specific features,mixed,1.000,"[445.5,532.5,544.5,681.0]"
DGL-G0068,feature embedding,l02_p02_feature_embedding_10.png,2,DGL_Lecture_2_Annotated.pdf,2,diagram,Sequential embedding into manifolds: complex features are embedded into decreasing complexity manifolds until a low-dimensional space is found,printed,1.000,"[5.5,642.5,302.5,686.5]"
DGL-G0068,manifold learning,l02_p02_feature_embedding_10.png,2,DGL_Lecture_2_Annotated.pdf,2,diagram,Sequential embedding into manifolds: complex features are embedded into decreasing complexity manifolds until a low-dimensional space is found,printed,1.000,"[5.5,642.5,302.5,686.5]"
DGL-G0069,manifold learning,l02_p02_manifold_learning_11.png,2,DGL_Lecture_2_Annotated.pdf,2,diagram,"Manifold learning process: high-dimensional input manifold is encoded into a low-dimensional latent space, preserving local structure",mixed,1.000,"[5.5,697.5,357.5,862.5]"
DGL-G0069,feature embedding,l02_p02_manifold_learning_11.png,2,DGL_Lecture_2_Annotated.pdf,2,diagram,"Manifold learning process: high-dimensional input manifold is encoded into a low-dimensional latent space, preserving local structure",mixed,1.000,"[5.5,697.5,357.5,862.5]"
DGL-G0069,intrinsic dimension,l02_p02_manifold_learning_11.png,2,DGL_Lecture_2_Annotated.pdf,2,diagram,"Manifold learning process: high-dimensional input manifold is encoded into a low-dimensional latent space, preserving local structure",mixed,1.000,"[5.5,697.5,357.5,862.5]"
DGL-G0069,extrinsic dimension,l02_p02_manifold_learning_11.png,2,DGL_Lecture_2_Annotated.pdf,2,diagram,"Manifold learning process: high-dimensional input manifold is encoded into a low-dimensional latent space, preserving local structure",mixed,1.000,"[5.5,697.5,357.5,862.5]"
DGL-G0069,geodesic distance,l02_p02_manifold_learning_11.png,2,DGL_Lecture_2_Annotated.pdf,2,diagram,"Manifold learning process: high-dimensional input manifold is encoded into a low-dimensional latent space, preserving local structure",mixed,1.000,"[5.5,697.5,357.5,862.5]"
DGL-G0070,adjacency matrix,l02_p02_adjacency_matrix_12.png,2,DGL_Lecture_2_Annotated.pdf,2,matrix,Adjacency matrix A with labeled rows and columns,printed,1.000,"[725.0,725.0,780.0,780.0]"
DGL-G0071,node embedding,l02_p02_node_embedding_13.png,2,DGL_Lecture_2_Annotated.pdf,2,matrix,Node data matrix X with labeled rows and columns,printed,1.000,"[780.0,725.0,835.0,780.0]"
DGL-G0072,edge-based features,l02_p02_edge_based_features_14.png,2,DGL_Lecture_2_Annotated.pdf,2,matrix,Edge data matrix E with labeled rows and columns,printed,1.000,"[780.0,780.0,835.0,835.0]"
DGL-G0073,graph neural network,l02_p02_graph_neural_network_15.png,2,DGL_Lecture_2_Annotated.pdf,2,architecture,Graph classification pipeline: a graph neural network processes a graph structure with node features to produce a graph-level representation for classification,mixed,1.000,"[374.0,807.5,522.5,945.0]"
DGL-G0073,graph classification,l02_p02_graph_neural_network_15.png,2,DGL_Lecture_2_Annotated.pdf,2,architecture,Graph classification pipeline: a graph neural network processes a graph structure with node features to produce a graph-level representation for classification,mixed,1.000,"[374.0,807.5,522.5,945.0]"
DGL-G0074,graph convolutional network,l02_p03_graph_convolutional_network_01.png,2,DGL_Lecture_2_Annotated.pdf,3,architecture,"Comparison of deep neural network (left) vs graph neural network (right) processing pipelines, showing layer-wise transformations and message passing",mixed,1.000,"[714.0,55.0,989.0,495.0]"
DGL-G0074,deep neural network,l02_p03_graph_convolutional_network_01.png,2,DGL_Lecture_2_Annotated.pdf,3,architecture,"Comparison of deep neural network (left) vs graph neural network (right) processing pipelines, showing layer-wise transformations and message passing",mixed,1.000,"[714.0,55.0,989.0,495.0]"
DGL-G0074,message passing,l02_p03_graph_convolutional_network_01.png,2,DGL_Lecture_2_Annotated.pdf,3,architecture,"Comparison of deep neural network (left) vs graph neural network (right) processing pipelines, showing layer-wise transformations and message passing",mixed,1.000,"[714.0,55.0,989.0,495.0]"
DGL-G0075,node embedding,l02_p03_node_embedding_02.png,2,DGL_Lecture_2_Annotated.pdf,3,graph example,"Graph G=(V,E) with nodes u and v being encoded into embedding space",mixed,0.950,"[27.5,137.5,137.5,220.0]"
DGL-G0075,graph structure encoding,l02_p03_node_embedding_02.png,2,DGL_Lecture_2_Annotated.pdf,3,graph example,"Graph G=(V,E) with nodes u and v being encoded into embedding space",mixed,0.950,"[27.5,137.5,137.5,220.0]"
DGL-G0076,node embedding,l02_p03_node_embedding_03.png,2,DGL_Lecture_2_Annotated.pdf,3,diagram,"Neural network architecture showing input features, linear aggregation, activation, and hidden layers",mixed,0.950,"[330.0,192.5,495.0,330.0]"
DGL-G0077,latent representation,l02_p03_latent_representation_04.png,2,DGL_Lecture_2_Annotated.pdf,3,diagram,Visualization of embedding space with encoded nodes z_u and z_v,handwritten,0.900,"[137.5,275.0,275.0,357.5]"
DGL-G0077,node embedding,l02_p03_latent_representation_04.png,2,DGL_Lecture_2_Annotated.pdf,3,diagram,Visualization of embedding space with encoded nodes z_u and z_v,handwritten,0.900,"[137.5,275.0,275.0,357.5]"
DGL-G0078,message passing,l02_p03_message_passing_05.png,2,DGL_Lecture_2_Annotated.pdf,3,graph example,Small graph with 4 nodes illustrating neighborhood aggregation for message passing,mixed,1.000,"[725.0,302.5,807.5,357.5]"
DGL-G0078,node embedding,l02_p03_message_passing_05.png,2,DGL_Lecture_2_Annotated.pdf,3,graph example,Small graph with 4 nodes illustrating neighborhood aggregation for message passing,mixed,1.000,"[725.0,302.5,807.5,357.5]"
DGL-G0079,activation function,l02_p03_activation_function_06.png,2,DGL_Lecture_2_Annotated.pdf,3,plot,"ReLU activation function plot showing max(0,x) behavior",handwritten,1.000,"[917.5,385.0,972.5,440.0]"
DGL-G0080,feature matrix,l02_p03_feature_matrix_07.png,2,DGL_Lecture_2_Annotated.pdf,3,diagram,Matrix representation of adjacency matrix Â and feature matrix X with dimensions labeled,mixed,1.000,"[752.5,412.5,862.5,467.5]"
DGL-G0080,self-loop augmentation,l02_p03_feature_matrix_07.png,2,DGL_Lecture_2_Annotated.pdf,3,diagram,Matrix representation of adjacency matrix Â and feature matrix X with dimensions labeled,mixed,1.000,"[752.5,412.5,862.5,467.5]"
DGL-G0081,message passing,l02_p03_message_passing_08.png,2,DGL_Lecture_2_Annotated.pdf,3,diagram,"Message passing schematic showing a central node aggregating features from neighbors, followed by transformation and activation.",mixed,1.000,"[780.0,505.0,972.5,560.0]"
DGL-G0081,representation learning,l02_p03_message_passing_08.png,2,DGL_Lecture_2_Annotated.pdf,3,diagram,"Message passing schematic showing a central node aggregating features from neighbors, followed by transformation and activation.",mixed,1.000,"[780.0,505.0,972.5,560.0]"
DGL-G0082,feature matrix,l02_p03_feature_matrix_09.png,2,DGL_Lecture_2_Annotated.pdf,3,diagram,"Matrix multiplication diagram showing feature matrix X̃, weight vector w, and label vector ŷ",printed,0.950,"[357.5,560.0,550.0,725.0]"
DGL-G0082,matrix multiplication,l02_p03_feature_matrix_09.png,2,DGL_Lecture_2_Annotated.pdf,3,diagram,"Matrix multiplication diagram showing feature matrix X̃, weight vector w, and label vector ŷ",printed,0.950,"[357.5,560.0,550.0,725.0]"
DGL-G0083,receptive field,l02_p03_receptive_field_10.png,2,DGL_Lecture_2_Annotated.pdf,3,diagram,"Visualization of 1-hop and 2-hop rings around a central node, illustrating receptive field expansion.",handwritten,1.000,"[862.5,587.5,972.5,697.5]"
DGL-G0083,graph walks,l02_p03_receptive_field_10.png,2,DGL_Lecture_2_Annotated.pdf,3,diagram,"Visualization of 1-hop and 2-hop rings around a central node, illustrating receptive field expansion.",handwritten,1.000,"[862.5,587.5,972.5,697.5]"
DGL-G0084,graph representation,l02_p03_graph_representation_11.png,2,DGL_Lecture_2_Annotated.pdf,3,diagram,"Graph G = (V, E) with nodes and edges, encoded into an embedding matrix Z",mixed,0.950,"[27.5,615.0,275.0,725.0]"
DGL-G0084,node embedding,l02_p03_graph_representation_11.png,2,DGL_Lecture_2_Annotated.pdf,3,diagram,"Graph G = (V, E) with nodes and edges, encoded into an embedding matrix Z",mixed,0.950,"[27.5,615.0,275.0,725.0]"
DGL-G0084,embedding matrix,l02_p03_graph_representation_11.png,2,DGL_Lecture_2_Annotated.pdf,3,diagram,"Graph G = (V, E) with nodes and edges, encoded into an embedding matrix Z",mixed,0.950,"[27.5,615.0,275.0,725.0]"
DGL-G0085,graph walks,l02_p03_graph_walks_12.png,2,DGL_Lecture_2_Annotated.pdf,3,matrix,Matrix representation showing how powers of the adjacency matrix correspond to walk counts between nodes.,mixed,1.000,"[835.0,714.0,917.5,780.0]"
DGL-G0085,adjacency matrix,l02_p03_graph_walks_12.png,2,DGL_Lecture_2_Annotated.pdf,3,matrix,Matrix representation showing how powers of the adjacency matrix correspond to walk counts between nodes.,mixed,1.000,"[835.0,714.0,917.5,780.0]"
DGL-G0086,adjacency matrix,l02_p03_adjacency_matrix_13.png,2,DGL_Lecture_2_Annotated.pdf,3,diagram,"Graph with nodes and edges, transformed into a matrix A (adjacency matrix)",mixed,0.950,"[357.5,725.0,522.5,835.0]"
DGL-G0087,node similarity,l02_p03_node_similarity_14.png,2,DGL_Lecture_2_Annotated.pdf,3,diagram,"Flowchart showing different ways to define node similarity: connected, share neighbors, similar topological roles",handwritten,0.950,"[55.0,752.5,330.0,862.5]"
DGL-G0087,connected nodes,l02_p03_node_similarity_14.png,2,DGL_Lecture_2_Annotated.pdf,3,diagram,"Flowchart showing different ways to define node similarity: connected, share neighbors, similar topological roles",handwritten,0.950,"[55.0,752.5,330.0,862.5]"
DGL-G0087,shared neighbors,l02_p03_node_similarity_14.png,2,DGL_Lecture_2_Annotated.pdf,3,diagram,"Flowchart showing different ways to define node similarity: connected, share neighbors, similar topological roles",handwritten,0.950,"[55.0,752.5,330.0,862.5]"
DGL-G0087,topological roles,l02_p03_node_similarity_14.png,2,DGL_Lecture_2_Annotated.pdf,3,diagram,"Flowchart showing different ways to define node similarity: connected, share neighbors, similar topological roles",handwritten,0.950,"[55.0,752.5,330.0,862.5]"
DGL-G0088,graphlets,l02_p03_graphlets_15.png,2,DGL_Lecture_2_Annotated.pdf,3,diagram,Examples of graphlets G1 and G2 with node mappings,handwritten,0.900,"[247.5,752.5,330.0,807.5]"
DGL-G0088,graph generation,l02_p03_graphlets_15.png,2,DGL_Lecture_2_Annotated.pdf,3,diagram,Examples of graphlets G1 and G2 with node mappings,handwritten,0.900,"[247.5,752.5,330.0,807.5]"
DGL-G0089,graph walks,l02_p03_graph_walks_16.png,2,DGL_Lecture_2_Annotated.pdf,3,graph example,Small graph example illustrating node connectivity and walk paths.,handwritten,0.900,"[862.5,824.0,917.5,862.5]"
DGL-G0089,receptive field,l02_p03_graph_walks_16.png,2,DGL_Lecture_2_Annotated.pdf,3,graph example,Small graph example illustrating node connectivity and walk paths.,handwritten,0.900,"[862.5,824.0,917.5,862.5]"
DGL-G0090,deep sequential learning,l02_p03_deep_sequential_learning_17.png,2,DGL_Lecture_2_Annotated.pdf,3,architecture,Deep sequential node representation learning architecture with layers H1 to HK,handwritten,0.950,"[357.5,862.5,522.5,972.5]"
DGL-G0090,node embedding,l02_p03_deep_sequential_learning_17.png,2,DGL_Lecture_2_Annotated.pdf,3,architecture,Deep sequential node representation learning architecture with layers H1 to HK,handwritten,0.950,"[357.5,862.5,522.5,972.5]"
DGL-G0090,function f,l02_p03_deep_sequential_learning_17.png,2,DGL_Lecture_2_Annotated.pdf,3,architecture,Deep sequential node representation learning architecture with layers H1 to HK,handwritten,0.950,"[357.5,862.5,522.5,972.5]"
DGL-G0090,activation function,l02_p03_deep_sequential_learning_17.png,2,DGL_Lecture_2_Annotated.pdf,3,architecture,Deep sequential node representation learning architecture with layers H1 to HK,handwritten,0.950,"[357.5,862.5,522.5,972.5]"
DGL-G0090,graph convolutional network,l02_p03_deep_sequential_learning_17.png,2,DGL_Lecture_2_Annotated.pdf,3,architecture,Deep sequential node representation learning architecture with layers H1 to HK,handwritten,0.950,"[357.5,862.5,522.5,972.5]"
DGL-G0091,layer-wise normalization,l02_p03_layer_wise_normalization_18.png,2,DGL_Lecture_2_Annotated.pdf,3,diagram,"Comparison of unnormalized vs normalized propagation rules, showing scaling factors.",mixed,1.000,"[725.0,862.5,862.5,945.0]"
DGL-G0092,graph convolutional network,l02_p04_graph_convolutional_network_01.png,2,DGL_Lecture_2_Annotated.pdf,4,diagram,"Simple Graph CNN layer process showing input graph, node embeddings, aggregation, linear transformation, bias addition, and activation function application.",printed,1.000,"[5.5,55.0,220.0,165.0]"
DGL-G0092,node embedding,l02_p04_graph_convolutional_network_01.png,2,DGL_Lecture_2_Annotated.pdf,4,diagram,"Simple Graph CNN layer process showing input graph, node embeddings, aggregation, linear transformation, bias addition, and activation function application.",printed,1.000,"[5.5,55.0,220.0,165.0]"
DGL-G0092,message passing,l02_p04_graph_convolutional_network_01.png,2,DGL_Lecture_2_Annotated.pdf,4,diagram,"Simple Graph CNN layer process showing input graph, node embeddings, aggregation, linear transformation, bias addition, and activation function application.",printed,1.000,"[5.5,55.0,220.0,165.0]"
DGL-G0092,representation learning,l02_p04_graph_convolutional_network_01.png,2,DGL_Lecture_2_Annotated.pdf,4,diagram,"Simple Graph CNN layer process showing input graph, node embeddings, aggregation, linear transformation, bias addition, and activation function application.",printed,1.000,"[5.5,55.0,220.0,165.0]"
DGL-G0092,bias,l02_p04_graph_convolutional_network_01.png,2,DGL_Lecture_2_Annotated.pdf,4,diagram,"Simple Graph CNN layer process showing input graph, node embeddings, aggregation, linear transformation, bias addition, and activation function application.",printed,1.000,"[5.5,55.0,220.0,165.0]"
DGL-G0092,activation function,l02_p04_graph_convolutional_network_01.png,2,DGL_Lecture_2_Annotated.pdf,4,diagram,"Simple Graph CNN layer process showing input graph, node embeddings, aggregation, linear transformation, bias addition, and activation function application.",printed,1.000,"[5.5,55.0,220.0,165.0]"
DGL-G0093,graph convolutional network,l02_p04_graph_convolutional_network_02.png,2,DGL_Lecture_2_Annotated.pdf,4,diagram,Matrix representation of the GCN update rule showing dimensions and operations.,printed,1.000,"[275.0,110.0,495.0,220.0]"
DGL-G0093,node embedding,l02_p04_graph_convolutional_network_02.png,2,DGL_Lecture_2_Annotated.pdf,4,diagram,Matrix representation of the GCN update rule showing dimensions and operations.,printed,1.000,"[275.0,110.0,495.0,220.0]"
DGL-G0093,representation learning,l02_p04_graph_convolutional_network_02.png,2,DGL_Lecture_2_Annotated.pdf,4,diagram,Matrix representation of the GCN update rule showing dimensions and operations.,printed,1.000,"[275.0,110.0,495.0,220.0]"
DGL-G0093,bias,l02_p04_graph_convolutional_network_02.png,2,DGL_Lecture_2_Annotated.pdf,4,diagram,Matrix representation of the GCN update rule showing dimensions and operations.,printed,1.000,"[275.0,110.0,495.0,220.0]"
DGL-G0093,activation function,l02_p04_graph_convolutional_network_02.png,2,DGL_Lecture_2_Annotated.pdf,4,diagram,Matrix representation of the GCN update rule showing dimensions and operations.,printed,1.000,"[275.0,110.0,495.0,220.0]"
DGL-G0094,node embedding,l02_p04_node_embedding_03.png,2,DGL_Lecture_2_Annotated.pdf,4,diagram,Breakdown of the node embedding update rule into self-encoding and neighborhood encoding components.,mixed,0.900,"[275.0,220.0,495.0,385.0]"
DGL-G0094,message passing,l02_p04_node_embedding_03.png,2,DGL_Lecture_2_Annotated.pdf,4,diagram,Breakdown of the node embedding update rule into self-encoding and neighborhood encoding components.,mixed,0.900,"[275.0,220.0,495.0,385.0]"
DGL-G0095,adjacency matrix,l02_p04_adjacency_matrix_04.png,2,DGL_Lecture_2_Annotated.pdf,4,matrix,Adjacency matrix A with handwritten annotations 'n x n' and 'ncc[n]',mixed,0.980,"[642.5,412.5,752.5,495.0]"
DGL-G0096,message passing,l02_p04_message_passing_05.png,2,DGL_Lecture_2_Annotated.pdf,4,diagram,Diagram showing self-transformation and neighborhood transformation in GNN,mixed,0.900,"[780.0,560.0,890.0,642.5]"
DGL-G0096,representation learning,l02_p04_message_passing_05.png,2,DGL_Lecture_2_Annotated.pdf,4,diagram,Diagram showing self-transformation and neighborhood transformation in GNN,mixed,0.900,"[780.0,560.0,890.0,642.5]"
DGL-G0097,graph classification,l02_p04_graph_classification_06.png,2,DGL_Lecture_2_Annotated.pdf,4,architecture,Graph neural network architecture for graph classification showing combine and classify steps,printed,1.000,"[560.0,642.5,670.0,725.0]"
DGL-G0097,multilayer perceptron,l02_p04_graph_classification_06.png,2,DGL_Lecture_2_Annotated.pdf,4,architecture,Graph neural network architecture for graph classification showing combine and classify steps,printed,1.000,"[560.0,642.5,670.0,725.0]"
DGL-G0098,graph neural network,l02_p04_graph_neural_network_07.png,2,DGL_Lecture_2_Annotated.pdf,4,architecture,Sequential node representation learning architecture showing layers H1 to HK,printed,1.000,"[308.0,670.0,522.5,780.0]"
DGL-G0098,node embedding,l02_p04_graph_neural_network_07.png,2,DGL_Lecture_2_Annotated.pdf,4,architecture,Sequential node representation learning architecture showing layers H1 to HK,printed,1.000,"[308.0,670.0,522.5,780.0]"
DGL-G0099,node classification,l02_p05_node_classification_01.png,2,DGL_Lecture_2_Annotated.pdf,5,diagram,"Pie chart showing the distribution of tasks in graph learning research, including node classification, graph learning, classification, action recognition, recommendation systems, skeleton based action recognition, graph classification, clustering, and graph attention.",printed,1.000,"[27.5,137.5,137.5,247.5]"
DGL-G0099,graph classification,l02_p05_node_classification_01.png,2,DGL_Lecture_2_Annotated.pdf,5,diagram,"Pie chart showing the distribution of tasks in graph learning research, including node classification, graph learning, classification, action recognition, recommendation systems, skeleton based action recognition, graph classification, clustering, and graph attention.",printed,1.000,"[27.5,137.5,137.5,247.5]"
