concept_id,concept,aliases,slide_snippets,embedding_source,embedding_token,embedding_model
71,multilingual word,multilingual word,"[""part of speech tagging . question answering . automatic summarization . supertagging . recursive neural network . multi-document summarization . variational bayes . discourse model . morphological disambiguation . weakly-supervised learning . one-shot learning . neural turing machine . bootstrapping . distributional semantics . shallow parsing . a* search . transliteration . lexicography . chat bots . dialog systems . multi-task learning . multilingual word . evaluation metrics . linear regressi""]",bert,,sentence-transformers/all-mpnet-base-v2
72,evaluation metrics,evaluation metrics,"[""part of speech tagging . question answering . automatic summarization . supertagging . recursive neural network . multi-document summarization . variational bayes . discourse model . morphological disambiguation . weakly-supervised learning . one-shot learning . neural turing machine . bootstrapping . distributional semantics . shallow parsing . a* search . transliteration . lexicography . chat bots . dialog systems . multi-task learning . multilingual word . evaluation metrics . linear regressi""]",bert,,sentence-transformers/all-mpnet-base-v2
73,linear regression,linear regression,"[""part of speech tagging . question answering . automatic summarization . supertagging . recursive neural network . multi-document summarization . variational bayes . discourse model . morphological disambiguation . weakly-supervised learning . one-shot learning . neural turing machine . bootstrapping . distributional semantics . shallow parsing . a* search . transliteration . lexicography . chat bots . dialog systems . multi-task learning . multilingual word . evaluation metrics . linear regressi""]",bert,,sentence-transformers/all-mpnet-base-v2
74,convex optimization,convex optimization,"[""part of speech tagging . question answering . automatic summarization . supertagging . recursive neural network . multi-document summarization . variational bayes . discourse model . morphological disambiguation . weakly-supervised learning . one-shot learning . neural turing machine . bootstrapping . distributional semantics . shallow parsing . a* search . transliteration . lexicography . chat bots . dialog systems . multi-task learning . multilingual word . evaluation metrics . linear regressi""]",bert,,sentence-transformers/all-mpnet-base-v2
75,newton method,newton method,"[""part of speech tagging . question answering . automatic summarization . supertagging . recursive neural network . multi-document summarization . variational bayes . discourse model . morphological disambiguation . weakly-supervised learning . one-shot learning . neural turing machine . bootstrapping . distributional semantics . shallow parsing . a* search . transliteration . lexicography . chat bots . dialog systems . multi-task learning . multilingual word . evaluation metrics . linear regressi""]",bert,,sentence-transformers/all-mpnet-base-v2
76,dual problems,dual problems,"[""part of speech tagging . question answering . automatic summarization . supertagging . recursive neural network . multi-document summarization . variational bayes . discourse model . morphological disambiguation . weakly-supervised learning . one-shot learning . neural turing machine . bootstrapping . distributional semantics . shallow parsing . a* search . transliteration . lexicography . chat bots . dialog systems . multi-task learning . multilingual word . evaluation metrics . linear regressi""]",bert,,sentence-transformers/all-mpnet-base-v2
77,random forest,random forest,"[""part of speech tagging . question answering . automatic summarization . supertagging . recursive neural network . multi-document summarization . variational bayes . discourse model . morphological disambiguation . weakly-supervised learning . one-shot learning . neural turing machine . bootstrapping . distributional semantics . shallow parsing . a* search . transliteration . lexicography . chat bots . dialog systems . multi-task learning . multilingual word . evaluation metrics . linear regressi""]",bert,,sentence-transformers/all-mpnet-base-v2
78,radial basis function network,radial basis function network,"[""part of speech tagging . question answering . automatic summarization . supertagging . recursive neural network . multi-document summarization . variational bayes . discourse model . morphological disambiguation . weakly-supervised learning . one-shot learning . neural turing machine . bootstrapping . distributional semantics . shallow parsing . a* search . transliteration . lexicography . chat bots . dialog systems . multi-task learning . multilingual word . evaluation metrics . linear regressi""]",bert,,sentence-transformers/all-mpnet-base-v2
79,kernel function,kernel function,"[""part of speech tagging . question answering . automatic summarization . supertagging . recursive neural network . multi-document summarization . variational bayes . discourse model . morphological disambiguation . weakly-supervised learning . one-shot learning . neural turing machine . bootstrapping . distributional semantics . shallow parsing . a* search . transliteration . lexicography . chat bots . dialog systems . multi-task learning . multilingual word . evaluation metrics . linear regressi""]",bert,,sentence-transformers/all-mpnet-base-v2
80,boltzmann machine,boltzmann machine,"[""part of speech tagging . question answering . automatic summarization . supertagging . recursive neural network . multi-document summarization . variational bayes . discourse model . morphological disambiguation . weakly-supervised learning . one-shot learning . neural turing machine . bootstrapping . distributional semantics . shallow parsing . a* search . transliteration . lexicography . chat bots . dialog systems . multi-task learning . multilingual word . evaluation metrics . linear regressi""]",bert,,sentence-transformers/all-mpnet-base-v2
81,expectation-maximization (em) algorithm,expectation-maximization (em) algorithm,"[""part of speech tagging . question answering . automatic summarization . supertagging . recursive neural network . multi-document summarization . variational bayes . discourse model . morphological disambiguation . weakly-supervised learning . one-shot learning . neural turing machine . bootstrapping . distributional semantics . shallow parsing . a* search . transliteration . lexicography . chat bots . dialog systems . multi-task learning . multilingual word . evaluation metrics . linear regressi""]",bert,,sentence-transformers/all-mpnet-base-v2
82,dimensionality reduction,dimensionality reduction,"[""part of speech tagging . question answering . automatic summarization . supertagging . recursive neural network . multi-document summarization . variational bayes . discourse model . morphological disambiguation . weakly-supervised learning . one-shot learning . neural turing machine . bootstrapping . distributional semantics . shallow parsing . a* search . transliteration . lexicography . chat bots . dialog systems . multi-task learning . multilingual word . evaluation metrics . linear regressi""]",bert,,sentence-transformers/all-mpnet-base-v2
83,first-order logic,first-order logic,"[""part of speech tagging . question answering . automatic summarization . supertagging . recursive neural network . multi-document summarization . variational bayes . discourse model . morphological disambiguation . weakly-supervised learning . one-shot learning . neural turing machine . bootstrapping . distributional semantics . shallow parsing . a* search . transliteration . lexicography . chat bots . dialog systems . multi-task learning . multilingual word . evaluation metrics . linear regressi""]",bert,,sentence-transformers/all-mpnet-base-v2
84,natural language generation,natural language generation,"[""part of speech tagging . question answering . automatic summarization . supertagging . recursive neural network . multi-document summarization . variational bayes . discourse model . morphological disambiguation . weakly-supervised learning . one-shot learning . neural turing machine . bootstrapping . distributional semantics . shallow parsing . a* search . transliteration . lexicography . chat bots . dialog systems . multi-task learning . multilingual word . evaluation metrics . linear regressi""]",bert,,sentence-transformers/all-mpnet-base-v2
85,noisy channel model,noisy channel model,"[""part of speech tagging . question answering . automatic summarization . supertagging . recursive neural network . multi-document summarization . variational bayes . discourse model . morphological disambiguation . weakly-supervised learning . one-shot learning . neural turing machine . bootstrapping . distributional semantics . shallow parsing . a* search . transliteration . lexicography . chat bots . dialog systems . multi-task learning . multilingual word . evaluation metrics . linear regressi""]",bert,,sentence-transformers/all-mpnet-base-v2
86,perceptrons algorithm,perceptrons algorithm,"[""part of speech tagging . question answering . automatic summarization . supertagging . recursive neural network . multi-document summarization . variational bayes . discourse model . morphological disambiguation . weakly-supervised learning . one-shot learning . neural turing machine . bootstrapping . distributional semantics . shallow parsing . a* search . transliteration . lexicography . chat bots . dialog systems . multi-task learning . multilingual word . evaluation metrics . linear regressi""]",bert,,sentence-transformers/all-mpnet-base-v2
87,svm,svm,"[""part of speech tagging . question answering . automatic summarization . supertagging . recursive neural network . multi-document summarization . variational bayes . discourse model . morphological disambiguation . weakly-supervised learning . one-shot learning . neural turing machine . bootstrapping . distributional semantics . shallow parsing . a* search . transliteration . lexicography . chat bots . dialog systems . multi-task learning . multilingual word . evaluation metrics . linear regressi""]",bert,,sentence-transformers/all-mpnet-base-v2
88,decision trees,decision trees,"[""part of speech tagging . question answering . automatic summarization . supertagging . recursive neural network . multi-document summarization . variational bayes . discourse model . morphological disambiguation . weakly-supervised learning . one-shot learning . neural turing machine . bootstrapping . distributional semantics . shallow parsing . a* search . transliteration . lexicography . chat bots . dialog systems . multi-task learning . multilingual word . evaluation metrics . linear regressi""]",bert,,sentence-transformers/all-mpnet-base-v2
89,clustering,clustering,"[""part of speech tagging . question answering . automatic summarization . supertagging . recursive neural network . multi-document summarization . variational bayes . discourse model . morphological disambiguation . weakly-supervised learning . one-shot learning . neural turing machine . bootstrapping . distributional semantics . shallow parsing . a* search . transliteration . lexicography . chat bots . dialog systems . multi-task learning . multilingual word . evaluation metrics . linear regressi"", ""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
90,k-nn,k-nn,"[""part of speech tagging . question answering . automatic summarization . supertagging . recursive neural network . multi-document summarization . variational bayes . discourse model . morphological disambiguation . weakly-supervised learning . one-shot learning . neural turing machine . bootstrapping . distributional semantics . shallow parsing . a* search . transliteration . lexicography . chat bots . dialog systems . multi-task learning . multilingual word . evaluation metrics . linear regressi""]",bert,,sentence-transformers/all-mpnet-base-v2
91,random walks,random walks,"[""part of speech tagging . question answering . automatic summarization . supertagging . recursive neural network . multi-document summarization . variational bayes . discourse model . morphological disambiguation . weakly-supervised learning . one-shot learning . neural turing machine . bootstrapping . distributional semantics . shallow parsing . a* search . transliteration . lexicography . chat bots . dialog systems . multi-task learning . multilingual word . evaluation metrics . linear regressi""]",bert,,sentence-transformers/all-mpnet-base-v2
92,harmonic functions,harmonic functions,"[""part of speech tagging . question answering . automatic summarization . supertagging . recursive neural network . multi-document summarization . variational bayes . discourse model . morphological disambiguation . weakly-supervised learning . one-shot learning . neural turing machine . bootstrapping . distributional semantics . shallow parsing . a* search . transliteration . lexicography . chat bots . dialog systems . multi-task learning . multilingual word . evaluation metrics . linear regressi""]",bert,,sentence-transformers/all-mpnet-base-v2
93,pagerank,pagerank,"[""part of speech tagging . question answering . automatic summarization . supertagging . recursive neural network . multi-document summarization . variational bayes . discourse model . morphological disambiguation . weakly-supervised learning . one-shot learning . neural turing machine . bootstrapping . distributional semantics . shallow parsing . a* search . transliteration . lexicography . chat bots . dialog systems . multi-task learning . multilingual word . evaluation metrics . linear regressi""]",bert,,sentence-transformers/all-mpnet-base-v2
94,topic modeling,topic modeling,"[""part of speech tagging . question answering . automatic summarization . supertagging . recursive neural network . multi-document summarization . variational bayes . discourse model . morphological disambiguation . weakly-supervised learning . one-shot learning . neural turing machine . bootstrapping . distributional semantics . shallow parsing . a* search . transliteration . lexicography . chat bots . dialog systems . multi-task learning . multilingual word . evaluation metrics . linear regressi""]",bert,,sentence-transformers/all-mpnet-base-v2
95,word2vec,word2vec,"[""part of speech tagging . question answering . automatic summarization . supertagging . recursive neural network . multi-document summarization . variational bayes . discourse model . morphological disambiguation . weakly-supervised learning . one-shot learning . neural turing machine . bootstrapping . distributional semantics . shallow parsing . a* search . transliteration . lexicography . chat bots . dialog systems . multi-task learning . multilingual word . evaluation metrics . linear regressi""]",bert,,sentence-transformers/all-mpnet-base-v2
96,cnn's,cnn's,"[""part of speech tagging . question answering . automatic summarization . supertagging . recursive neural network . multi-document summarization . variational bayes . discourse model . morphological disambiguation . weakly-supervised learning . one-shot learning . neural turing machine . bootstrapping . distributional semantics . shallow parsing . a* search . transliteration . lexicography . chat bots . dialog systems . multi-task learning . multilingual word . evaluation metrics . linear regressi""]",bert,,sentence-transformers/all-mpnet-base-v2
97,knowledge representation,knowledge representation,"[""part of speech tagging . question answering . automatic summarization . supertagging . recursive neural network . multi-document summarization . variational bayes . discourse model . morphological disambiguation . weakly-supervised learning . one-shot learning . neural turing machine . bootstrapping . distributional semantics . shallow parsing . a* search . transliteration . lexicography . chat bots . dialog systems . multi-task learning . multilingual word . evaluation metrics . linear regressi""]",bert,,sentence-transformers/all-mpnet-base-v2
98,markov decision processes,markov decision processes,"[""part of speech tagging . question answering . automatic summarization . supertagging . recursive neural network . multi-document summarization . variational bayes . discourse model . morphological disambiguation . weakly-supervised learning . one-shot learning . neural turing machine . bootstrapping . distributional semantics . shallow parsing . a* search . transliteration . lexicography . chat bots . dialog systems . multi-task learning . multilingual word . evaluation metrics . linear regressi""]",bert,,sentence-transformers/all-mpnet-base-v2
99,autonomous cars,autonomous cars,"[""part of speech tagging . question answering . automatic summarization . supertagging . recursive neural network . multi-document summarization . variational bayes . discourse model . morphological disambiguation . weakly-supervised learning . one-shot learning . neural turing machine . bootstrapping . distributional semantics . shallow parsing . a* search . transliteration . lexicography . chat bots . dialog systems . multi-task learning . multilingual word . evaluation metrics . linear regressi""]",bert,,sentence-transformers/all-mpnet-base-v2
100,phonetics,phonetics,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
101,speech recognition,speech recognition,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
102,crowdsourcing,crowdsourcing,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
103,matrix factorization,matrix factorization,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
104,spectral methods,spectral methods,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
105,genetic algorithms,genetic algorithms,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
106,ensemble learning,ensemble learning,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
107,expert systems,expert systems,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
108,bayesian network,bayesian network,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
109,text mining,text mining,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential "", ""edit distance . chomsky hierarchy . conditional probability . linear discriminant analysis . artificial neural network . bag of words model . bias-variance tradeoff . computer vision . image retrieval . imagenet . object detection . n-gram . singular-value decomposition . t-sne . loss function . monte carlo tree search . structured prediction . feature learning . normalization . regularization . data preprocessing . robotic locomotion . human-robot interaction . network theory . entropy . cross ""]",bert,,sentence-transformers/all-mpnet-base-v2
110,bagging,bagging,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
111,maximum likelihood estimation,maximum likelihood estimation,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
112,graphical models,graphical models,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
113,markov chain monte carlo,markov chain monte carlo,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
114,k means,k means,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
115,earley parsing,earley parsing,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
116,propositional logic,propositional logic,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
117,gradient descent,gradient descent,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
118,search engine indexing,search engine indexing,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
119,tokenization,tokenization,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
120,textual entailment,textual entailment,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
121,constraint satisfaction,constraint satisfaction,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
122,beam search,beam search,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
123,recommendation system,recommendation system,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
124,matrix multiplication,matrix multiplication,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
125,differential calculus,differential calculus,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
126,facial recognition systems,facial recognition systems,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
127,backpropagation through time,backpropagation through time,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
128,grammar checker,grammar checker,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
129,shift-reduce parsing,shift-reduce parsing,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
130,speech synthesis,speech synthesis,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
131,caption generation,caption generation,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
132,linear programming,linear programming,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
133,inference,inference,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
134,long short-term memory networks,long short-term memory networks,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
135,wordnet,wordnet,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
136,natural language interfaces,natural language interfaces,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
137,probabilistic context-free grammars,probabilistic context-free grammars,"[""phonetics . speech recognition . crowdsourcing . matrix factorization . spectral methods . genetic algorithms . ensemble learning . expert systems . bayesian network . text mining . bagging . maximum likelihood estimation . graphical models . markov chain monte carlo . k means . earley parsing . propositional logic . gradient descent . search engine indexing . tokenization . textual entailment . constraint satisfaction . beam search . recommendation system . matrix multiplication . differential ""]",bert,,sentence-transformers/all-mpnet-base-v2
