concept_id,concept,aliases,slide_snippets,embedding_source,embedding_token,embedding_model
97,theory_of_computation,theory_of_computation,"[""complexity . statistical_inference . data . martingale_(probability_theory) . markov_chain . arithmetic_logic_unit . digital_electronics . data_mining . artificial_intelligence . divide_and_conquer_algorithm . robotics . robot . computer_security . cache_coherence . shared_memory . parsing . finite-state_machine . malware . authentication . firewall_(computing) . information_assurance . relational_model . compiler . computer_architecture . atomicity_(database_systems) . bioinformatics . b-tree .""]",bert,,sentence-transformers/all-mpnet-base-v2
98,object-oriented_programming,object-oriented_programming,"[""complexity . statistical_inference . data . martingale_(probability_theory) . markov_chain . arithmetic_logic_unit . digital_electronics . data_mining . artificial_intelligence . divide_and_conquer_algorithm . robotics . robot . computer_security . cache_coherence . shared_memory . parsing . finite-state_machine . malware . authentication . firewall_(computing) . information_assurance . relational_model . compiler . computer_architecture . atomicity_(database_systems) . bioinformatics . b-tree ."", ""javascript . decision_theory . memory_management . halting_problem . linear_system . syntax . round-off_error . structured_programming . hidden_line_removal . queue_(data_structure) . array_data_structure . nonlinear_system . application_programming_interface . processor_register . stack_(data_structure) . scientific_visualization . garbage_collection_(computer_science) . prolog . logic_programming . dynamic_memory_allocation . software_testing . telecommunications_network . stochastic . 3d_comp""]",bert,,sentence-transformers/all-mpnet-base-v2
99,high-level_programming_language,high-level_programming_language,"[""complexity . statistical_inference . data . martingale_(probability_theory) . markov_chain . arithmetic_logic_unit . digital_electronics . data_mining . artificial_intelligence . divide_and_conquer_algorithm . robotics . robot . computer_security . cache_coherence . shared_memory . parsing . finite-state_machine . malware . authentication . firewall_(computing) . information_assurance . relational_model . compiler . computer_architecture . atomicity_(database_systems) . bioinformatics . b-tree .""]",bert,,sentence-transformers/all-mpnet-base-v2
100,index_(database),index_(database),"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
101,computational_chemistry,computational_chemistry,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
102,suffix_tree,suffix_tree,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
103,string_searching_algorithm,string_searching_algorithm,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
104,3d_modeling,3d_modeling,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
105,analysis_of_algorithms,analysis_of_algorithms,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
106,finite_set,finite_set,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
107,fourier_analysis,fourier_analysis,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
108,polynomial,polynomial,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
109,vector_processor,vector_processor,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
110,parallel_computing,parallel_computing,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
111,mobile_device,mobile_device,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
112,newton's_method,newton's_method,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
113,approximation,approximation,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational"", ""user_interface . web_search_engine . computer_software . packet_switching . shading . lazy_evaluation . computability . program_analysis . sparse_matrix . big_data . arithmetic . graph_coloring . user_interface_design . cryptanalysis . internet_protocol_suite . introduction_to_algorithms . matlab . pushdown_automaton . database_design . ml_(programming_language) . polymorphism_(computer_science) . scheduling_(computing) . microprocessor . least_squares . integral . exponential_family . automatic""]",bert,,sentence-transformers/all-mpnet-base-v2
114,symbol_table,symbol_table,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
115,formal_language,formal_language,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
116,document_classification,document_classification,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
117,cryptography,cryptography,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational"", ""public-key_cryptography . instruction_set . design_of_experiments . web_server . differential_equation . higher-order_function . congestion_control . kinematics . statistics . semantics . denotational_semantics . bayesian_probability . mutual_exclusion . formal_methods . symmetric_multiprocessing . procedural_programming . quantum_cryptography . linked_list . support_vector_machine . tensor . generic_programming . database_transaction . cryptographic_hash_function . entropy . very_long_instructi""]",bert,,sentence-transformers/all-mpnet-base-v2
118,reinforcement_learning,reinforcement_learning,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
119,foundations_of_mathematics,foundations_of_mathematics,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
120,partial_differential_equation,partial_differential_equation,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
121,dynamic_programming,dynamic_programming,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
122,stochastic_process,stochastic_process,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
123,continuous_function,continuous_function,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
124,computational_science,computational_science,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
125,haskell_(programming_language),haskell_(programming_language),"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
126,abstraction_(computer_science),abstraction_(computer_science),"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
127,rendering_(computer_graphics),rendering_(computer_graphics),"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
128,inequality_(mathematics),inequality_(mathematics),"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
129,central_processing_unit,central_processing_unit,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
130,computational_problem,computational_problem,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
131,image_analysis,image_analysis,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
132,functional_programming,functional_programming,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational"", ""autonomous_robot . np_(complexity) . genetic_algorithm . speech_recognition . internet . routing . motion_planning . sql . python_(programming_language) . calculus . correlation_and_dependence . monad_(functional_programming) . pipeline_(computing) . data_warehouse . programmer . interpolation . cluster_analysis . predicate_logic . finite_difference . graphics_processing_unit . transaction_processing . wireless_sensor_network . information_security . web_browser . cpu_cache . design_pattern_(com""]",bert,,sentence-transformers/all-mpnet-base-v2
133,data_type,data_type,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational"", ""recursively_enumerable_set . machine_translation . integer . propositional_calculus . c++ . inter-process_communication . regular_expression . security . theoretical_computer_science . hidden_markov_model . sentiment_analysis . quantum_computer . communication . mathematical_optimization . linear_algebra . concurrency_control . database_management_system . java_(programming_language) . synchronization . boundary_value_problem . ordinary_differential_equation . probability . recurrence_relation .""]",bert,,sentence-transformers/all-mpnet-base-v2
134,p_versus_np_problem,p_versus_np_problem,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
135,scripting_language,scripting_language,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
136,scope_(computer_science),scope_(computer_science),"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
137,modular_programming,modular_programming,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
138,graphics,graphics,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c"", ""complexity . statistical_inference . data . martingale_(probability_theory) . markov_chain . arithmetic_logic_unit . digital_electronics . data_mining . artificial_intelligence . divide_and_conquer_algorithm . robotics . robot . computer_security . cache_coherence . shared_memory . parsing . finite-state_machine . malware . authentication . firewall_(computing) . information_assurance . relational_model . compiler . computer_architecture . atomicity_(database_systems) . bioinformatics . b-tree ."", ""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
139,computing,computing,"[""random_graph . mathematics . knowledge_representation_and_reasoning . algorithm_design . natural_language_processing . natural_language . algorithm . combinatorics . system_programming . unix . mathematical_induction . mathematical_proof . computer_vision . image_processing . randomness . computer_science . number_theory . database . data_(computing) . machine_learning . graph_theory . type_system . programming_language . variable_(computer_science) . computer_programming . logic . distributed_c"", ""complexity . statistical_inference . data . martingale_(probability_theory) . markov_chain . arithmetic_logic_unit . digital_electronics . data_mining . artificial_intelligence . divide_and_conquer_algorithm . robotics . robot . computer_security . cache_coherence . shared_memory . parsing . finite-state_machine . malware . authentication . firewall_(computing) . information_assurance . relational_model . compiler . computer_architecture . atomicity_(database_systems) . bioinformatics . b-tree ."", ""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
140,unsupervised_learning,unsupervised_learning,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
141,list_of_undecidable_problems,list_of_undecidable_problems,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
142,ray_tracing_(graphics),ray_tracing_(graphics),"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
143,social_network,social_network,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
144,statistical_hypothesis_testing,statistical_hypothesis_testing,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
145,numerical_analysis,numerical_analysis,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
146,communications_protocol,communications_protocol,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
147,question_answering,question_answering,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
148,expert_system,expert_system,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
149,information_theory,information_theory,"[""index_(database) . computational_chemistry . suffix_tree . string_searching_algorithm . 3d_modeling . analysis_of_algorithms . finite_set . fourier_analysis . polynomial . vector_processor . parallel_computing . mobile_device . newton's_method . approximation . symbol_table . formal_language . document_classification . cryptography . reinforcement_learning . foundations_of_mathematics . partial_differential_equation . dynamic_programming . stochastic_process . continuous_function . computational""]",bert,,sentence-transformers/all-mpnet-base-v2
150,recursively_enumerable_set,recursively_enumerable_set,"[""recursively_enumerable_set . machine_translation . integer . propositional_calculus . c++ . inter-process_communication . regular_expression . security . theoretical_computer_science . hidden_markov_model . sentiment_analysis . quantum_computer . communication . mathematical_optimization . linear_algebra . concurrency_control . database_management_system . java_(programming_language) . synchronization . boundary_value_problem . ordinary_differential_equation . probability . recurrence_relation .""]",bert,,sentence-transformers/all-mpnet-base-v2
151,machine_translation,machine_translation,"[""recursively_enumerable_set . machine_translation . integer . propositional_calculus . c++ . inter-process_communication . regular_expression . security . theoretical_computer_science . hidden_markov_model . sentiment_analysis . quantum_computer . communication . mathematical_optimization . linear_algebra . concurrency_control . database_management_system . java_(programming_language) . synchronization . boundary_value_problem . ordinary_differential_equation . probability . recurrence_relation .""]",bert,,sentence-transformers/all-mpnet-base-v2
152,integer,integer,"[""recursively_enumerable_set . machine_translation . integer . propositional_calculus . c++ . inter-process_communication . regular_expression . security . theoretical_computer_science . hidden_markov_model . sentiment_analysis . quantum_computer . communication . mathematical_optimization . linear_algebra . concurrency_control . database_management_system . java_(programming_language) . synchronization . boundary_value_problem . ordinary_differential_equation . probability . recurrence_relation .""]",bert,,sentence-transformers/all-mpnet-base-v2
153,propositional_calculus,propositional_calculus,"[""recursively_enumerable_set . machine_translation . integer . propositional_calculus . c++ . inter-process_communication . regular_expression . security . theoretical_computer_science . hidden_markov_model . sentiment_analysis . quantum_computer . communication . mathematical_optimization . linear_algebra . concurrency_control . database_management_system . java_(programming_language) . synchronization . boundary_value_problem . ordinary_differential_equation . probability . recurrence_relation .""]",bert,,sentence-transformers/all-mpnet-base-v2
